date,time,tep,li,kw
20170709,05:01:00,25.500001,18.000001,0
20170709,05:02:00,25.400001,18.000001,0
20170709,05:03:00,25.400001,17.000001,0
20170709,05:04:00,25.200001,18.000001,0
20170709,05:05:00,25.300001,18.000001,0
20170709,05:06:00,25.300001,18.000001,0
20170709,05:07:00,25.300001,18.000001,0
20170709,05:08:00,25.300001,18.000001,0
20170709,05:09:00,25.300001,18.000001,0
20170709,05:10:00,25.400001,18.000001,0
20170709,05:11:00,25.400001,19.000001,0
20170709,05:12:00,25.400001,19.000001,0
20170709,05:13:00,25.400001,19.000001,0
20170709,05:14:00,25.400001,19.000001,0
20170709,05:15:00,25.500001,19.000001,0
20170709,05:16:00,25.600001000000002,473.000001,0
20170709,05:17:00,25.600001000000002,20.000001,0
20170709,05:18:00,25.700001,20.000001,0
20170709,05:19:00,25.700001,20.000001,0
20170709,05:20:00,25.700001,21.000001,0
20170709,05:21:00,25.700001,21.000001,0
20170709,05:22:00,25.800001,22.000001,0
20170709,05:23:00,25.800001,23.000001,0
20170709,05:24:00,25.800001,23.000001,0
20170709,05:25:00,25.900001,24.000001,0
20170709,05:26:00,25.800001,25.000001,0
20170709,05:27:00,25.800001,26.000001,0
20170709,05:28:00,26.000001,27.000001,0
20170709,05:29:00,25.900001,28.000001,0
20170709,05:30:00,26.000001,29.000001,0
20170709,05:31:00,26.000001,30.000001,0
20170709,05:32:00,26.200001,31.000001,0
20170709,05:33:00,26.200001,32.000001,0
20170709,05:34:00,26.100001000000002,33.000001,48
20170709,05:35:00,26.200001,34.000001,63
20170709,05:36:00,26.300001,35.000001,58
20170709,05:37:00,26.200001,36.000001,51
20170709,05:38:00,26.300001,37.000001,56
20170709,05:39:00,26.300001,38.000001,59
20170709,05:40:00,26.400001,39.000001,65
20170709,05:41:00,26.500001,40.000001,63
20170709,05:42:00,26.600001000000002,42.000001,67
20170709,05:43:00,26.500001,43.000001,65
20170709,05:44:00,26.500001,44.000001,66
20170709,05:45:00,26.500001,45.000001,90
20170709,05:46:00,26.500001,46.000001,90
20170709,05:47:00,26.700001,48.000001,70
20170709,05:48:00,26.700001,49.000001,88
20170709,05:49:00,26.700001,51.000001,106
20170709,05:50:00,26.900001,52.000001,115
20170709,05:51:00,26.900001,54.000001,96
20170709,05:52:00,27.000001,55.000001,103
20170709,05:53:00,27.100001000000002,57.000001,115
20170709,05:54:01,27.100001000000002,59.000001,137
20170709,05:55:00,27.200001,61.000001,136
20170709,05:56:00,27.300001,63.000001,157
20170709,05:57:00,27.400001,64.000001,153
20170709,05:58:01,27.400001,66.000001,162
20170709,05:59:00,27.500001,68.000001,164
20170709,06:00:00,27.500001,70.000001,163
20170709,06:01:00,27.600001000000002,72.000001,157
20170709,06:02:00,27.700001,75.000001,163
20170709,06:03:00,27.900001,77.000001,190
20170709,06:04:00,28.000001,79.000001,188
20170709,06:05:00,28.100001000000002,81.000001,208
20170709,06:06:00,28.200001,83.000001,212
20170709,06:07:00,28.300001,85.000001,234
20170709,06:08:00,28.500001,87.000001,224
20170709,06:09:00,28.600001000000002,90.000001,179
20170709,06:10:00,28.800001,91.000001,241
20170709,06:11:00,28.900001,94.000001,241
20170709,06:12:00,29.000001,96.000001,262
20170709,06:13:00,29.200001,99.000001,241
20170709,06:14:00,29.300001,101.000001,288
20170709,06:15:00,29.400001,103.000001,286
20170709,06:16:00,29.600001000000002,105.000001,275
20170709,06:17:00,29.700001,108.000001,292
20170709,06:18:00,29.900001,111.000001,251
20170709,06:19:00,30.000001,113.000001,333
20170709,06:20:00,30.100001000000002,116.000001,338
20170709,06:21:00,30.300001,119.000001,332
20170709,06:22:00,30.400001,121.000001,329
20170709,06:23:00,30.500001,124.000001,363
20170709,06:24:00,30.600001000000002,126.000001,379
20170709,06:25:00,30.700001,129.000001,363
20170709,06:26:00,30.900001,131.000001,367
20170709,06:27:00,31.000001,133.000001,381
20170709,06:28:00,31.100001000000002,136.000001,402
20170709,06:29:00,31.400001,138.000001,416
20170709,06:30:00,31.500001,141.000001,412
20170709,06:31:00,31.700001,143.000001,418
20170709,06:32:00,31.900001,146.000001,410
20170709,06:33:00,31.900001,149.000001,435
20170709,06:34:00,32.100001,153.000001,453
20170709,06:35:00,32.300000999999995,157.000001,429
20170709,06:36:00,32.400000999999996,160.000001,487
20170709,06:37:00,32.700001,163.000001,378
20170709,06:38:00,32.900000999999996,166.000001,369
20170709,06:39:00,32.900000999999996,169.000001,490
20170709,06:40:00,33.000001,172.000001,496
20170709,06:41:00,33.400000999999996,175.000001,547
20170709,06:42:00,33.400000999999996,178.000001,558
20170709,06:43:00,33.600001,180.000001,566
20170709,06:44:00,33.700001,181.000001,576
20170709,06:45:00,34.100001,182.000001,587
20170709,06:46:00,34.000001,185.000001,574
20170709,06:47:00,34.100001,187.000001,589
20170709,06:48:00,34.400000999999996,190.000001,584
20170709,06:49:00,34.400000999999996,193.000001,631
20170709,06:50:01,34.400000999999996,197.000001,616
20170709,06:51:00,34.900000999999996,199.000001,636
20170709,06:52:00,35.200001,202.000001,653
20170709,06:53:00,34.800000999999995,204.000001,669
20170709,06:54:01,35.400000999999996,206.000001,669
20170709,06:55:00,35.100001,207.000001,669
20170709,06:56:00,35.400000999999996,209.000001,675
20170709,06:57:00,35.600001,210.000001,683
20170709,06:58:01,35.700001,212.000001,699
20170709,06:59:00,35.900000999999996,212.000001,663
20170709,07:00:00,36.100001,210.000001,693
20170709,07:01:00,35.800000999999995,208.000001,669
20170709,07:02:00,36.000001,205.000001,674
20170709,07:03:00,36.000001,204.000001,661
20170709,07:04:00,36.000001,203.000001,672
20170709,07:05:00,36.200001,201.000001,645
20170709,07:06:00,36.000001,204.000001,632
20170709,07:07:00,36.200001,205.000001,675
20170709,07:08:00,35.900000999999996,209.000001,699
20170709,07:09:00,36.200001,212.000001,697
20170709,07:10:00,36.000001,216.000001,717
20170709,07:11:00,36.300000999999995,220.000001,741
20170709,07:12:00,36.200001,225.000001,749
20170709,07:13:00,36.500001,230.000001,764
20170709,07:14:00,36.800000999999995,233.000001,802
20170709,07:15:01,36.900000999999996,237.000001,763
20170709,07:16:00,37.000001,239.000001,823
20170709,07:17:00,37.100001,247.000001,847
20170709,07:18:00,37.200001,249.000001,845
20170709,07:19:00,37.300000999999995,248.000001,792
20170709,07:20:00,37.500001,248.000001,847
20170709,07:21:00,37.700001,252.000001,821
20170709,07:22:00,37.600001,253.000001,833
20170709,07:23:00,37.400000999999996,257.000001,875
20170709,07:24:00,37.400000999999996,264.000001,902
20170709,07:25:00,37.900000999999996,272.000001,946
20170709,07:26:00,37.600001,275.000001,956
20170709,07:27:00,37.800000999999995,289.000001,974
20170709,07:28:00,38.400000999999996,294.000001,992
20170709,07:29:00,38.900000999999996,303.000001,1066
20170709,07:30:00,38.600001,316.000001,1089
20170709,07:31:01,38.900000999999996,329.000001,1132
20170709,07:32:00,39.500001,335.000001,1183
20170709,07:33:00,39.500001,351.000001,1195
20170709,07:34:00,40.000001,339.000001,1183
20170709,07:35:00,39.800000999999995,347.000001,1200
20170709,07:36:00,40.900000999999996,364.000001,1249
20170709,07:37:00,41.400000999999996,366.000001,1293
20170709,07:38:00,41.600001,373.000001,1295
20170709,07:39:00,41.800000999999995,379.000001,1346
20170709,07:40:00,41.800000999999995,387.000001,1336
20170709,07:41:00,42.200001,389.000001,1376
20170709,07:42:00,42.600001,388.000001,1334
20170709,07:43:00,42.400000999999996,378.000001,1298
20170709,07:44:00,43.400000999999996,385.000001,1319
20170709,07:45:00,43.500001,392.000001,1343
