date,time,tep,li,kw
20170726,05:01:00,25.200001,18.000001,0
20170726,05:02:00,25.200001,18.000001,0
20170726,05:03:00,25.200001,18.000001,0
20170726,05:04:00,25.200001,18.000001,0
20170726,05:05:00,25.100001000000002,19.000001,0
20170726,05:06:00,25.100001000000002,19.000001,0
20170726,05:07:00,25.100001000000002,19.000001,0
20170726,05:08:00,25.000001,19.000001,0
20170726,05:09:00,25.000001,19.000001,0
20170726,05:10:00,25.000001,19.000001,0
20170726,05:11:00,25.000001,19.000001,0
20170726,05:12:00,25.000001,20.000001,0
20170726,05:13:00,25.000001,20.000001,0
20170726,05:14:00,25.100001000000002,20.000001,0
20170726,05:15:00,25.100001000000002,20.000001,0
20170726,05:16:00,25.100001000000002,20.000001,0
20170726,05:17:00,25.000001,21.000001,0
20170726,05:18:00,25.000001,21.000001,0
20170726,05:19:00,25.000001,21.000001,0
20170726,05:20:00,25.000001,20.000001,0
20170726,05:21:00,25.000001,21.000001,0
20170726,05:22:00,25.100001000000002,22.000001,0
20170726,05:23:00,25.000001,22.000001,0
20170726,05:24:00,25.100001000000002,23.000001,0
20170726,05:25:00,25.100001000000002,24.000001,0
20170726,05:26:00,25.100001000000002,25.000001,0
20170726,05:27:00,25.200001,25.000001,0
20170726,05:28:00,25.200001,466.000001,0
20170726,05:29:00,25.200001,466.000001,0
20170726,05:30:00,25.200001,27.000001,0
20170726,05:31:00,25.300001,27.000001,0
20170726,05:32:00,25.300001,28.000001,0
20170726,05:33:00,25.400001,29.000001,0
20170726,05:34:00,25.300001,30.000001,0
20170726,05:35:00,25.200001,31.000001,21
20170726,05:36:00,25.200001,33.000001,64
20170726,05:37:00,25.200001,34.000001,58
20170726,05:38:00,25.100001000000002,36.000001,58
20170726,05:39:00,25.100001000000002,37.000001,59
20170726,05:40:00,25.100001000000002,38.000001,68
20170726,05:41:00,25.100001000000002,40.000001,68
20170726,05:42:00,25.100001000000002,42.000001,64
20170726,05:43:00,25.200001,45.000001,87
20170726,05:44:00,25.400001,46.000001,87
20170726,05:45:00,25.500001,48.000001,89
20170726,05:46:00,25.700001,50.000001,113
20170726,05:47:00,25.800001,52.000001,92
20170726,05:48:00,25.800001,54.000001,116
20170726,05:49:00,26.000001,56.000001,115
20170726,05:50:00,26.000001,57.000001,116
20170726,05:51:00,26.200001,59.000001,117
20170726,05:52:00,26.300001,74.000001,115
20170726,05:53:00,26.500001,63.000001,138
20170726,05:54:00,26.500001,65.000001,138
20170726,05:55:00,26.700001,67.000001,134
20170726,05:56:00,26.800001,70.000001,141
20170726,05:57:00,26.900001,72.000001,161
20170726,05:58:00,27.000001,74.000001,143
20170726,05:59:00,27.100001000000002,76.000001,159
20170726,06:00:00,27.300001,79.000001,172
20170726,06:01:00,27.400001,82.000001,163
20170726,06:02:00,27.500001,84.000001,187
20170726,06:03:00,27.600001000000002,86.000001,186
20170726,06:04:00,27.700001,88.000001,190
20170726,06:05:00,27.800001,105.000001,214
20170726,06:06:00,27.900001,93.000001,217
20170726,06:07:00,28.100001000000002,96.000001,238
20170726,06:08:00,28.200001,98.000001,243
20170726,06:09:00,28.300001,100.000001,238
20170726,06:10:00,28.400001,102.000001,218
20170726,06:11:00,28.500001,105.000001,238
20170726,06:12:00,28.600001000000002,107.000001,265
20170726,06:13:00,28.700001,109.000001,267
20170726,06:14:00,28.900001,113.000001,290
20170726,06:15:00,29.100001000000002,117.000001,283
20170726,06:16:00,29.200001,120.000001,296
20170726,06:17:00,29.300001,124.000001,316
20170726,06:18:00,29.400001,128.000001,317
20170726,06:19:00,29.700001,132.000001,348
20170726,06:20:00,29.800001,136.000001,346
20170726,06:21:00,29.900001,139.000001,368
20170726,06:22:00,30.200001,143.000001,355
20170726,06:23:00,30.300001,146.000001,375
20170726,06:24:00,30.600001000000002,149.000001,367
20170726,06:25:00,30.700001,151.000001,371
20170726,06:26:00,30.900001,154.000001,414
20170726,06:27:00,31.100001000000002,156.000001,426
20170726,06:28:00,31.400001,159.000001,398
20170726,06:29:00,31.500001,162.000001,444
20170726,06:30:00,31.700001,164.000001,442
20170726,06:31:00,31.900001,166.000001,456
20170726,06:32:00,32.100001,167.000001,465
20170726,06:33:00,32.400000999999996,169.000001,456
20170726,06:34:00,32.400000999999996,171.000001,494
20170726,06:35:00,32.500001,174.000001,453
20170726,06:36:00,32.700001,176.000001,490
20170726,06:37:00,32.900000999999996,180.000001,509
20170726,06:38:00,33.000001,180.000001,477
20170726,06:39:00,33.200001,181.000001,491
20170726,06:40:00,33.400000999999996,183.000001,531
20170726,06:41:00,33.600001,184.000001,532
20170726,06:42:00,33.700001,186.000001,526
20170726,06:43:00,33.800000999999995,190.000001,564
20170726,06:44:00,33.700001,195.000001,580
20170726,06:45:00,34.000001,199.000001,590
20170726,06:46:00,34.300000999999995,204.000001,614
20170726,06:47:00,34.200001,209.000001,634
20170726,06:48:00,34.400000999999996,215.000001,650
20170726,06:49:00,34.800000999999995,220.000001,629
20170726,06:50:00,34.900000999999996,225.000001,683
20170726,06:51:00,35.300000999999995,229.000001,697
20170726,06:52:00,35.500001,233.000001,716
20170726,06:53:00,35.500001,236.000001,733
20170726,06:54:00,35.700001,240.000001,705
20170726,06:55:00,36.100001,242.000001,764
20170726,06:56:00,36.400000999999996,245.000001,773
20170726,06:57:00,36.400000999999996,249.000001,758
20170726,06:58:00,37.100001,253.000001,773
20170726,06:59:00,37.100001,257.000001,814
20170726,07:00:00,37.500001,260.000001,817
20170726,07:01:00,38.000001,263.000001,831
20170726,07:02:00,37.800000999999995,266.000001,821
20170726,07:03:00,38.200001,269.000001,871
20170726,07:04:00,38.500001,273.000001,850
20170726,07:05:00,38.700001,276.000001,905
20170726,07:06:00,39.100001,279.000001,882
20170726,07:07:00,39.200001,282.000001,892
20170726,07:08:00,39.500001,286.000001,916
20170726,07:09:00,39.200001,289.000001,922
20170726,07:10:00,39.700001,293.000001,936
20170726,07:11:00,39.800000999999995,296.000001,974
20170726,07:12:00,40.000001,301.000001,1000
20170726,07:13:00,39.400000999999996,305.000001,1019
20170726,07:14:00,39.200001,308.000001,1030
20170726,07:15:00,39.600001,310.000001,992
20170726,07:16:00,40.300000999999995,311.000001,1040
20170726,07:17:00,40.400000999999996,313.000001,1034
20170726,07:18:00,41.100001,314.000001,1000
20170726,07:19:00,41.500001,318.000001,1038
20170726,07:20:00,41.800000999999995,323.000001,1056
20170726,07:21:00,42.200001,327.000001,1067
20170726,07:22:00,42.500001,333.000001,1095
20170726,07:23:00,42.600001,337.000001,1109
20170726,07:24:00,43.100001,339.000001,1123
20170726,07:25:00,43.400000999999996,342.000001,1133
20170726,07:26:00,43.100001,345.000001,1168
20170726,07:27:00,43.900000999999996,347.000001,1145
20170726,07:28:00,44.300000999999995,349.000001,1185
20170726,07:29:00,44.300000999999995,355.000001,1215
20170726,07:30:00,44.600001,358.000001,1199
20170726,07:31:00,45.000001,362.000001,1248
20170726,07:32:00,44.800000999999995,369.000001,1269
20170726,07:33:00,45.100001,374.000001,1261
20170726,07:34:00,45.400000999999996,378.000001,1261
20170726,07:35:00,44.400000999999996,381.000001,1266
20170726,07:36:00,45.000001,383.000001,1295
